timestamp,currentGraph,bubbleSize,participantId,keypressed,currentHighlightedNode,correctNodehit
6.42424,,,1,
6.578207,,,1,
8.317842,,,1,
8.433122,,,1,
8.464255,,,1,
8.494827,,,1,
8.529485,,,1,
8.560404,,,1,
8.587911,,,1,
8.631283,,,1,
8.682341,,,1,
8.707772,,,1,
8.737378,,,1,
8.837349,,,1,
8.8833,,,1,
8.937724,,,1,
8.995875,,,1,
9.039153,,,1,
9.088972,,,1,
9.134667,,,1,
9.164226,,,1,
9.239715,,,1,
9.296254,,,1,
9.348186,,,1,
9.407065,,,1,
9.450654,,,1,
9.514987,,,1,
9.565948,,,1,
9.618704,,,1,
9.669395,,,1,
9.727128,,,1,
9.777089,,,1,
9.831968,,,1,
9.882333,,,1,
9.94385,,,1,
9.992788,,,1,
10.0385,,,1,
10.09556,,,1,
10.15385,,,1,
10.20495,,,1,
10.25671,,,1,
10.31154,,,1,
10.37173,,,1,
10.4246,,,1,
10.46563,,,1,
10.52761,,,1,
10.58509,,,1,
10.6392,,,1,
10.69223,,,1,
10.74004,,,1,
10.80293,,,1,
10.85076,,,1,
10.90651,,,1,
10.95541,,,1,
11.01443,,,1,
11.06641,,,1,
11.11828,,,1,
11.16388,,,1,
11.22528,,,1,
11.27899,,,1,
11.33745,,,1,
11.38107,,,1,
11.44549,,,1,
11.49866,,,1,
11.55116,,,1,
11.60214,,,1,
11.66325,,,1,
11.71316,,,1,
11.76785,,,1,
11.81569,,,1,
11.87108,,,1,
11.92562,,,1,
11.97873,,,1,
12.02918,,,1,
12.08978,,,1,
12.14194,,,1,
12.19006,,,1,
12.24557,,,1,
12.29831,,,1,
12.35973,,,1,
12.411,,,1,
12.46665,,,1,
12.51809,,,1,
12.56849,,,1,
12.61553,,,1,
12.68259,,,1,
12.72494,,,1,
12.77267,,,1,
12.82343,,,1,
12.86705,,,1,
12.92509,,,1,
12.97456,,,1,
13.02312,,,1,
13.07528,,,1,
13.13018,,,1,
13.17867,,,1,
13.22772,,,1,
13.27831,,,1,
13.33839,,,1,
13.38922,,,1,
13.4461,,,1,
13.50699,,,1,
13.5586,,,1,
13.61087,,,1,
13.66213,,,1,
13.71058,,,1,
13.77379,,,1,
13.8238,,,1,
13.87624,,,1,
13.92683,,,1,
13.986,,,1,
14.03752,,,1,
14.08825,,,1,
14.14155,,,1,
14.19888,,,1,
14.2483,,,1,
14.30571,,,1,
14.35146,,,1,
14.4098,,,1,
14.46764,,,1,
14.52588,,,1,
14.57052,,,1,
14.63041,,,1,
14.68112,,,1,
14.73709,,,1,
14.78644,,,1,
14.84587,,,1,
14.89657,,,1,
14.94758,,,1,
14.99915,,,1,
15.05374,,,1,
15.10725,,,1,
15.15843,,,1,
15.21287,,,1,
15.26846,,,1,
15.32137,,,1,
15.37787,,,1,
15.42894,,,1,
15.49745,,,1,
15.53777,,,1,
15.59169,,,1,
15.64474,,,1,
15.70129,,,1,
15.75167,,,1,
15.80265,,,1,
15.85706,,,1,
15.91411,,,1,
15.96516,,,1,
16.02308,,,1,
16.07373,,,1,
16.13258,,,1,
16.18256,,,1,
16.23346,,,1,
16.28004,,,1,
16.34087,,,1,
16.4016,,,1,
16.44872,,,1,
16.50021,,,1,
16.55884,,,1,
16.6142,,,1,
16.66546,,,1,
16.71863,,,1,
16.77452,,,1,
16.82732,,,1,
16.87914,,,1,
16.92843,,,1,
16.99044,,,1,
17.0422,,,1,
17.09572,,,1,
17.14577,,,1,
17.20721,,,1,
17.25647,,,1,
17.30966,,,1,
17.36046,,,1,
17.42111,,,1,
17.47151,,,1,
17.53228,,,1,
17.57715,,,1,
17.63695,,,1,
17.68944,,,1,
17.74661,,,1,
17.79264,,,1,
17.85637,,,1,
17.90414,,,1,
17.9595,,,1,
18.00846,,,1,
18.06794,,,1,
18.11504,,,1,
18.16889,,,1,
18.21821,,,1,
18.27712,,,1,
18.33257,,,1,
18.37882,,,1,
18.44306,,,1,
18.50135,,,1,
18.55834,,,1,
18.60347,,,1,
18.65862,,,1,
18.71696,,,1,
18.76123,,,1,
18.81894,,,1,
18.86752,,,1,
18.9272,,,1,
18.97993,,,1,
19.03426,,,1,
19.08397,,,1,
19.13926,,,1,
19.19143,,,1,
19.24832,,,1,
19.29866,,,1,
19.35607,,,1,
19.40604,,,1,
19.47042,,,1,
19.51153,,,1,
19.57344,,,1,
19.63414,,,1,
19.67755,,,1,
19.73233,,,1,
19.79013,,,1,
19.84148,,,1,
19.89343,,,1,
19.94367,,,1,
20.00163,,,1,
20.05101,,,1,
20.10563,,,1,
20.15499,,,1,
20.21516,,,1,
20.26718,,,1,
20.32099,,,1,
20.36906,,,1,
20.42876,,,1,
20.48395,,,1,
20.53456,,,1,
20.59785,,,1,
20.63781,,,1,
20.6984,,,1,
20.74488,,,1,
20.79642,,,1,
20.8537,,,1,
20.91001,,,1,
20.96055,,,1,
21.01515,,,1,
21.07073,,,1,
21.12512,,,1,
21.17149,,,1,
21.24108,,,1,
21.29013,,,1,
21.34563,,,1,
21.39485,,,1,
21.45363,,,1,
21.51387,,,1,
21.56887,,,1,
21.62399,,,1,
21.67042,,,1,
21.72901,,,1,
21.78266,,,1,
21.83547,,,1,
21.88497,,,1,
21.94316,,,1,
22.03749,,,1,
22.06116,,,1,
22.09939,,,1,
22.15508,,,1,
22.2063,,,1,
22.25809,,,1,
22.28797,,,1,
22.36999,,,1,
22.42255,,,1,
22.47145,,,1,
22.53022,,,1,
22.58531,,,1,
22.64984,,,1,
22.70229,,,1,
22.75907,,,1,
22.80087,,,1,
22.86444,,,1,
22.91609,,,1,
22.96786,,,1,
23.0178,,,1,
23.07841,,,1,
23.1307,,,1,
23.18443,,,1,
23.2319,,,1,
23.29132,,,1,
23.34246,,,1,
23.39268,,,1,
23.44823,,,1,
23.505,,,1,
23.56447,,,1,
23.60926,,,1,
23.66438,,,1,
23.72248,,,1,
23.78633,,,1,
23.82899,,,1,
23.88067,,,1,
23.93981,,,1,
23.99091,,,1,
24.04711,,,1,
24.09018,,,1,
24.14953,,,1,
24.20232,,,1,
24.25402,,,1,
24.36096,,,1,
24.51237,,,1,
24.60438,,,1,
24.66934,,,1,
24.70234,,,1,
24.73116,,,1,
24.76848,,,1,
24.80451,,,1,
24.83166,,,1,
24.86392,,,1,
24.89466,,,1,
24.92304,,,1,
24.9742,,,1,
25.08117,,,1,
25.1281,,,1,
25.18053,,,1,
25.24304,,,1,
25.28661,,,1,
25.34421,,,1,
25.39272,,,1,
25.44521,,,1,
25.50308,,,1,
25.55592,,,1,
25.60662,,,1,
25.65938,,,1,
25.72256,,,1,
25.77652,,,1,
25.82423,,,1,
25.87573,,,1,
25.93749,,,1,
25.98665,,,1,
26.04063,,,1,
26.09043,,,1,
26.15021,,,1,
26.19794,,,1,
26.25462,,,1,
26.30081,,,1,
26.36203,,,1,
26.41297,,,1,
26.46509,,,1,
26.51476,,,1,
26.5765,,,1,
26.62394,,,1,
26.67971,,,1,
26.74696,,,1,
26.79681,,,1,
26.84483,,,1,
26.89942,,,1,
26.94747,,,1,
27.0076,,,1,
27.05923,,,1,
27.10904,,,1,
27.16107,,,1,
27.2208,,,1,
27.27162,,,1,
27.32354,,,1,
27.37367,,,1,
27.43377,,,1,
27.48458,,,1,
27.53594,,,1,
27.58825,,,1,
27.65287,,,1,
27.70179,,,1,
27.7565,,,1,
27.80579,,,1,
27.86926,,,1,
27.91759,,,1,
27.97002,,,1,
28.02001,,,1,
28.08295,,,1,
28.13339,,,1,
28.18408,,,1,
28.23502,,,1,
28.29385,,,1,
28.34352,,,1,
28.39589,,,1,
28.44906,,,1,
28.50888,,,1,
28.55916,,,1,
28.61705,,,1,
28.66021,,,1,
28.72521,,,1,
28.7831,,,1,
28.9108,,,1,
29.05267,,,1,
29.12583,,,1,
29.20163,,,1,
29.23911,,,1,
29.26905,,,1,
29.30505,,,1,
29.34129,,,1,
29.38334,,,1,
29.41549,,,1,
29.46086,,,1,
29.51373,,,1,
29.54549,,,1,
29.62552,,,1,
29.67557,,,1,
29.73294,,,1,
29.79466,,,1,
29.84339,,,1,
29.89827,,,1,
29.94594,,,1,
30.00474,,,1,
30.05194,,,1,
30.11181,,,1,
30.16276,,,1,
30.21338,,,1,
30.26558,,,1,
30.32677,,,1,
30.37499,,,1,
30.43095,,,1,
30.47888,,,1,
30.54214,,,1,
30.58957,,,1,
30.64554,,,1,
30.69856,,,1,
30.76231,,,1,
30.81383,,,1,
30.86399,,,1,
30.91222,,,1,
30.97202,,,1,
31.02463,,,1,
31.07465,,,1,
31.12549,,,1,
31.18681,,,1,
31.2366,,,1,
31.28843,,,1,
31.33607,,,1,
31.40184,,,1,
31.44937,,,1,
31.50556,,,1,
31.55285,,,1,
31.61463,,,1,
31.6714,,,1,
31.72501,,,1,
31.78202,,,1,
31.83519,,,1,
31.88734,,,1,
31.93906,,,1,
31.98634,,,1,
32.04836,,,1,
32.09696,,,1,
32.15215,,,1,
32.20142,,,1,
32.26088,,,1,
32.31301,,,1,
32.36384,,,1,
32.41274,,,1,
32.47308,,,1,
32.52534,,,1,
32.57641,,,1,
32.67393,,,1,
32.83475,,,1,
32.91093,,,1,
32.94488,,,1,
32.97501,,,1,
33.01108,,,1,
33.04877,,,1,
33.08748,,,1,
