participantId,condition,timeSinceStartup,correctNodeHit,keypressed,calibrationData,bubbleSize,numberNodes,targetNode,currentSelectedNode,currentState,correctedEyeX,correctedEyeY,rawEyeX,rawEyeY
1,,3.803125,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,3.889835,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,3.890424,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,3.908865,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,3.940747,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,3.941319,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,3.972377,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,3.974446,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,4.004842,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,4.007044,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,4.037372,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,4.040349,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,4.07104,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,4.073746,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,4.104025,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,4.107119,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,4.143289,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,4.143767,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1029.494,183.3128
1,,4.174027,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1029.494,183.3128
1,,4.178467,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1029.494,183.3128
1,,4.208959,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1031.296,180.7061
1,,4.20931,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1032.225,180.6086
