timestamp,currentGraph,bubbleSize,participantId,keypressed,currentHighlightedNode,correctNodehit
1.10571,,,1,
1.20105,,,1,
1.224809,,,1,
1.303669,,,1,
1.324219,,,1,
1.340739,,,1,
1.357682,,,1,
1.374178,,,1,
1.390921,,,1,
1.407619,,,1,
1.423758,,,1,
1.440995,,,1,
1.463682,,,1,
1.481275,,,1,
1.49756,,,1,
1.514112,,,1,
1.530849,,,1,
1.554528,,,1,
1.572629,,,1,
1.592416,,,1,
1.608978,,,1,
1.625849,,,1,
1.6422,,,1,
1.663808,,,1,
1.688754,,,1,
1.708496,,,1,
1.725184,,,1,
1.741961,,,1,
1.758256,,,1,
1.775434,,,1,
1.793449,,,1,
1.808952,,,1,
1.826049,,,1,
1.841992,,,1,
1.863995,,,1,
1.881459,,,1,
1.898254,,,1,
1.924595,,,1,
1.941001,,,1,
1.957948,,,1,
1.976408,,,1,
1.993621,,,1,
2.009801,,,1,
2.02648,,,1,
2.042753,,,1,
2.059153,,,1,
2.079711,,,1,
2.096757,,,1,
2.118522,,,1,
2.140796,,,1,
2.15765,,,1,
2.175532,,,1,
2.192376,,,1,
2.209057,,,1,
2.225673,,,1,
2.242268,,,1,
2.259199,,,1,
2.275502,,,1,
2.295436,,,1,
2.312941,,,1,
2.329262,,,1,
2.345865,,,1,
2.362501,,,1,
2.378434,,,1,
2.395143,,,1,
2.412309,,,1,
2.428076,,,1,
2.444657,,,1,
2.46195,,,1,
2.480048,,,1,
2.507983,,,1,
2.524673,,,1,
2.541165,,,1,
2.557828,,,1,
2.581547,,,1,
2.608284,,,1,
2.624766,,,1,
2.641286,,,1,
2.657998,,,1,
2.675895,,,1,
2.692514,,,1,
2.711221,,,1,
2.727919,,,1,
2.745226,,,1,
2.761086,,,1,
2.778054,,,1,
2.794359,,,1,
2.811242,,,1,
2.827756,,,1,
2.844499,,,1,
2.926431,Tree_150,10,1,
2.998933,Tree_150,10,1,
3.033054,Tree_150,10,1,
3.059703,Tree_150,10,1,
3.08082,Tree_150,10,1,
3.110243,Tree_150,10,1,
3.14326,Tree_150,10,1,
3.165273,Tree_150,10,1,
3.194189,Tree_150,10,1,
3.226661,Tree_150,10,1,
3.265133,Tree_150,10,1,
3.29416,Tree_150,10,1,
3.326602,Tree_150,10,1,
3.344572,Tree_150,10,1,
3.378177,Tree_150,10,1,
3.410264,Tree_150,10,1,
3.428209,Tree_150,10,1,
3.462591,Tree_150,10,1,
3.497116,Tree_150,10,1,
3.526335,Tree_150,10,1,
3.544775,Tree_150,10,1,
3.578469,Tree_150,10,1,
3.610452,Tree_150,10,1,
3.628693,Tree_150,10,1,
3.662558,Tree_150,10,1,
3.694746,Tree_150,10,1,
3.733296,Tree_150,10,1,
3.760017,Tree_150,10,1,
3.793349,Tree_150,10,1,
3.826356,Tree_150,10,1,
3.862684,Tree_150,10,1,
3.893599,Tree_150,10,1,
3.926901,Tree_150,10,1,
3.965261,Tree_150,10,1,
3.994764,Tree_150,10,1,
4.026665,Tree_150,10,1,
4.058714,Tree_150,10,1,
4.094501,Tree_150,10,1,
4.126844,Tree_150,10,1,
4.16517,Tree_150,10,1,
4.194501,Tree_150,10,1,
4.226563,Tree_150,10,1,
4.262791,Tree_150,10,1,
4.294032,Tree_150,10,1,
4.326425,Tree_150,10,1,
4.362111,Tree_150,10,1,
4.40233,Tree_150,10,1,
4.428967,Tree_150,10,1,
4.462443,Tree_150,10,1,
4.494563,Tree_150,10,1,
4.526393,Tree_150,10,1,
4.562183,Tree_150,10,1,
4.602516,Tree_150,10,1,
