participantId,condition,timeSinceStartup,correctNodeHit,keypressed,calibrationData,bubbleSize,numberNodes,targetNode,currentSelectedNode,currentState,correctedEyeX,correctedEyeY,rawEyeX,rawEyeY
7,,3.832573,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
7,,3.923947,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
7,,3.924568,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
7,,3.925155,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
7,,3.968328,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
7,,3.97068,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
7,,3.991237,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
7,,4.02209,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
7,,4.024304,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
7,,4.054713,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
7,,4.057696,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
7,,4.092373,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
7,,4.093112,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,876.1694,531.5613
7,,4.126063,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,876.1694,531.5613
7,,4.126477,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,878.1862,528.3705
7,,4.161935,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,878.1862,528.3705
7,,4.162759,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,875.0485,526.4218
7,,4.193991,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,875.0485,526.4218
7,,4.225314,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1010.063,441.4201
7,,4.225879,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1006.437,431.2656
7,,4.258937,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1006.437,431.2656
7,,4.259518,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1002.812,430.8257
7,,4.293472,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1002.812,430.8257
7,,4.293914,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1004.156,431.6916
7,,4.326442,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1004.156,431.6916
7,,4.326885,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1003.759,429.8038
7,,4.361098,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1003.759,429.8038
7,,4.364635,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,903.9043,320.8328
7,,4.394686,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,903.9043,320.8328
7,,4.422683,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,879.0026,288.7114
7,,4.424185,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,883.1473,286.2888
7,,4.456322,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,883.1473,286.2888
7,,4.45822,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,887.9254,288.6404
7,,4.493424,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,887.9254,288.6404
7,,4.494017,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,904.1555,279.9604
7,,4.527137,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,904.1555,279.9604
7,,4.527596,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,937.1787,256.5174
7,,4.561361,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,937.1787,256.5174
7,,4.591194,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,935.5985,256.7734
7,,4.59174,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,932.7256,261.7892
7,,4.626227,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,932.7256,261.7892
7,,4.6269,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,946.9684,415.9476
7,,4.660197,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,946.9684,415.9476
7,,4.660717,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,998.9276,573.0727
7,,4.693943,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,998.9276,573.0727
7,,4.694581,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,988.6752,573.894
7,,4.728427,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,988.6752,573.894
7,,4.756395,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,984.3315,576.0952
7,,4.758325,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,981.1952,575.6841
7,,4.792781,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,981.1952,575.6841
7,,4.793664,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,983.5571,576.4802
7,,4.826844,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,983.5571,576.4802
7,,4.827312,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,989.9514,572.6766
7,,4.859848,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,989.9514,572.6766
7,,4.861704,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1110.839,572.4727
7,,4.896606,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1193.917,579.9681
7,,4.897244,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,1186.473,575.7839
