participantId,condition,timeSinceStartup,correctNodeHit,keypressed,calibrationData,bubbleSize,numberNodes,targetNode,currentSelectedNode,currentState,correctedEyeX,correctedEyeY,rawEyeX,rawEyeY
16,,3.8232,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
16,,3.906238,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
16,,3.906727,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
16,,3.925703,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
16,,3.957983,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
16,,3.958392,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
16,,3.990354,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
16,,4.02078,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
16,,4.023661,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
16,,4.053925,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
16,,4.056931,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
16,,4.091732,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
16,,4.092329,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.12289,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.123725,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.154556,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.156898,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.187018,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.190544,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.22094,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.223579,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.254114,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.256978,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.287056,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.290228,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.320631,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.323512,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.353653,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.356855,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.387135,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.39016,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.420727,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.423535,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.453799,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.456775,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.489388,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,987.1229,474.842
16,,4.49016,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,764.8997,466.7697
16,,4.523846,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,764.8997,466.7697
16,,4.524239,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,762.6346,469.325
16,,4.556396,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,762.6346,469.325
16,,4.556846,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.4465,472.256
16,,4.590141,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.4465,472.256
16,,4.590545,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.0889,473.3877
16,,4.62335,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.0889,473.3877
16,,4.623734,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.5225,476.6398
16,,4.655897,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.5225,476.6398
16,,4.656734,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.0987,477.5156
16,,4.686588,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.0987,477.5156
16,,4.689336,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.0987,477.5156
16,,4.719191,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.0987,477.5156
16,,4.722843,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.0987,477.5156
16,,4.753091,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.0987,477.5156
16,,4.757036,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.0987,477.5156
16,,4.787169,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.0987,477.5156
16,,4.790362,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.0987,477.5156
16,,4.822359,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,760.0987,477.5156
16,,4.823487,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,572.0078,486.2539
16,,4.856482,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,572.0078,486.2539
16,,4.856866,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,571.7283,485.0889
16,,4.889185,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,571.7283,485.0889
16,,4.890249,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,569.0983,486.5164
16,,4.923224,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,569.0983,486.5164
16,,4.923618,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,567.8676,486.6944
16,,4.956603,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,567.8676,486.6944
16,,4.957107,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,567.7467,486.2527
16,,4.98933,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,567.7467,486.2527
16,,4.9902,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,557.4294,485.8301
16,,5.023323,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,557.4294,485.8301
16,,5.023808,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,524.5282,482.8999
16,,5.056376,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,524.5282,482.8999
16,,5.057016,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,519.4327,482.4896
16,,5.089941,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,519.4327,482.4896
16,,5.090422,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,515.9571,481.5677
16,,5.121031,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,515.9571,481.5677
16,,5.126281,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,515.9571,481.5677
16,,5.155513,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,515.924,478.9868
16,,5.15703,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,515.1625,479.997
16,,5.189956,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,515.1625,479.997
16,,5.190403,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,512.3097,481.4292
16,,5.222706,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,512.3097,481.4292
16,,5.223579,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,517.4775,482.3466
16,,5.2562,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,517.4775,482.3466
16,,5.257179,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,700.9274,652.5602
16,,5.290447,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,700.9274,652.5602
16,,5.290833,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,720.1625,665.998
16,,5.323534,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,720.1625,665.998
16,,5.323896,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,719.6747,665.2679
16,,5.356791,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,719.6747,665.2679
16,,5.357352,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,719.3751,667.5597
