Subject;trial_id;condition_id;object_number;duration;distance;hit_try;letter;input_letters;right_letters;levensthein_distance;buchstabe_1;buchstabe_2;buchstabe_3;buchstabe_4;buchstabe_5;buchstabe_6;buchstabe_7
6;9;3;6;1.855469;162;1;C;;CDBBCC;;;;;;;;
6;9;3;7;1.788574;-126;1;D;DCBBCDA;CDBBCCD;4;0;0;1;1;1;0;0
6;10;3;1;2.327393;126;1;B;;B;;;;;;;;
6;10;3;2;1.263916;-162;1;C;;BC;;;;;;;;
6;10;3;3;2.146729;-126;1;A;;BCA;;;;;;;;
6;10;3;4;1.49939;162;1;A;;BCAA;;;;;;;;
6;10;3;5;5.378296;72;3;D;;BCAAD;;;;;;;;
6;10;3;6;0.9667969;126;1;C;;BCAADC;;;;;;;;
6;10;3;7;4.261719;-144;3;A;BCAADBA;BCAADCA;1;1;1;1;1;1;0;1
7;1;1;1;2.483551;162;1;C;;C;;;;;;;;
7;1;1;2;1.820953;-126;1;A;;CA;;;;;;;;
7;1;1;3;1.666901;-108;1;D;;CAD;;;;;;;;
7;1;1;4;1.599609;-108;1;D;;CADD;;;;;;;;
7;1;1;5;2.85556;-162;1;C;;CADDC;;;;;;;;
7;1;1;6;6.567444;144;4;A;;CADDCA;;;;;;;;
7;1;1;7;2.18396;-90;1;D;CADDCAD;CADDCAD;0;1;1;1;1;1;1;1
7;2;1;1;2.03244;126;1;C;;C;;;;;;;;
7;2;1;2;2.400543;-162;1;D;;CD;;;;;;;;
7;2;1;3;2.310669;162;1;B;;CDB;;;;;;;;
7;2;1;4;2.288849;144;1;B;;CDBB;;;;;;;;
7;2;1;5;2.41156;126;1;C;;CDBBC;;;;;;;;
7;2;1;6;2.376465;-144;1;B;;CDBBCB;;;;;;;;
7;2;1;7;3.766449;144;2;A;CDBBCBA;CDBBCBA;0;1;1;1;1;1;1;1
7;3;1;1;2.055115;108;1;C;;C;;;;;;;;
7;3;1;2;2.877747;144;1;A;;CA;;;;;;;;
7;3;1;3;1.499115;-90;1;C;;CAC;;;;;;;;
7;3;1;4;2.499756;144;1;A;;CACA;;;;;;;;
7;3;1;5;2.522339;-162;1;A;;CACAA;;;;;;;;
7;3;1;6;1.778259;-90;1;D;;CACAAD;;;;;;;;
7;3;1;7;2.432678;-144;1;D;CACAADD;CACAADD;0;1;1;1;1;1;1;1
7;4;1;1;1.523254;90;1;D;;D;;;;;;;;
7;4;1;2;2.011169;-108;1;D;;DD;;;;;;;;
7;4;1;3;2.299316;-126;1;A;;DDA;;;;;;;;
7;4;1;4;1.815735;126;1;A;;DDAA;;;;;;;;
7;4;1;5;2.660767;162;1;B;;DDAAB;;;;;;;;
7;4;1;6;2.489075;-162;1;C;;DDAABC;;;;;;;;
7;4;1;7;1.777649;126;1;B;DDAABCB;DDAABCB;0;1;1;1;1;1;1;1
7;5;1;1;1.744385;-90;1;D;;D;;;;;;;;
7;5;1;2;2.654968;144;1;B;;DB;;;;;;;;
7;5;1;3;1.799988;90;1;D;;DBD;;;;;;;;
7;5;1;4;1.733459;90;1;D;;DBDD;;;;;;;;
7;5;1;5;1.899963;90;1;D;;DBDDD;;;;;;;;
7;5;1;6;2.344177;90;1;A;;DBDDDA;;;;;;;;
7;5;1;7;2.77832;-162;1;C;DBDDDAC;DBDDDAC;0;1;1;1;1;1;1;1
7;6;1;1;1.800537;90;1;C;;C;;;;;;;;
7;6;1;2;2.143921;-90;1;A;;CA;;;;;;;;
7;6;1;3;2.078308;-108;1;B;;CAB;;;;;;;;
7;6;1;4;1.355225;72;1;B;;CABB;;;;;;;;
7;6;1;5;2.833557;162;1;B;;CABBB;;;;;;;;
7;6;1;6;2.115417;90;1;B;;CABBBB;;;;;;;;
7;6;1;7;3.722778;-180;1;A;CABBBBA;CABBBBA;0;1;1;1;1;1;1;1
7;7;1;1;3.049255;144;1;A;;A;;;;;;;;
7;7;1;2;2.85553;-162;1;B;;AB;;;;;;;;
7;7;1;3;2.855225;144;1;D;;ABD;;;;;;;;
7;7;1;4;2.522766;-144;1;D;;ABDD;;;;;;;;
7;7;1;5;1.87793;90;1;D;;ABDDD;;;;;;;;
7;7;1;6;2.377625;144;1;A;;ABDDDA;;;;;;;;
7;7;1;7;1.906189;90;1;C;ABDDDAC;ABDDDAC;0;1;1;1;1;1;1;1
7;8;1;1;2.410828;-144;1;D;;D;;;;;;;;
7;8;1;2;2.01123;108;1;B;;DB;;;;;;;;
7;8;1;3;3.044983;162;1;B;;DBB;;;;;;;;
7;8;1;4;2.04425;90;1;A;;DBBA;;;;;;;;
7;8;1;5;3.783691;-180;1;D;;DBBAD;;;;;;;;
7;8;1;6;1.766724;-108;1;C;;DBBADC;;;;;;;;
7;8;1;7;2.427612;126;1;C;DBBADCC;DBBADCC;0;1;1;1;1;1;1;1
7;9;1;1;3.056152;180;1;D;;D;;;;;;;;
7;9;1;2;2.055237;108;1;A;;DA;;;;;;;;
7;9;1;3;2.87738;-162;1;D;;DAD;;;;;;;;
7;9;1;4;2.965149;180;1;C;;DADC;;;;;;;;
7;9;1;5;1.555542;-90;1;B;;DADCB;;;;;;;;
7;9;1;6;3.522339;-162;1;B;;DADCBB;;;;;;;;
7;9;1;7;1.943909;-108;1;B;DADCBBB;DADCBBB;0;1;1;1;1;1;1;1
7;10;1;1;1.982056;-108;1;D;;D;;;;;;;;
7;10;1;2;2.532837;162;1;D;;DD;;;;;;;;
7;10;1;3;2.666931;-162;1;C;;DDC;;;;;;;;
7;10;1;4;1.489624;90;1;D;;DDCD;;;;;;;;
7;10;1;5;2.022888;-108;1;D;;DDCDD;;;;;;;;
7;10;1;6;2.377197;144;1;D;;DDCDDD;;;;;;;;
7;10;1;7;2.75061;-162;1;C;DDCDDDC;DDCDDDC;0;1;1;1;1;1;1;1
7;1;3;1;5.744385;126;1;D;;D;;;;;;;;
7;1;3;2;5.456177;-126;1;B;;DB;;;;;;;;
7;1;3;3;5.143921;108;1;C;;DBC;;;;;;;;
7;1;3;4;2.244507;108;1;A;;DBCA;;;;;;;;
7;1;3;5;2.188721;-108;1;B;;DBCAB;;;;;;;;
7;1;3;6;3.490112;126;1;C;;DBCABC;;;;;;;;
7;1;3;7;3.38855;-162;1;B;DBCABCB;DBCABCB;0;1;1;1;1;1;1;1
7;2;3;1;3.045532;-126;1;D;;D;;;;;;;;
7;2;3;2;3.854614;-162;1;B;;DB;;;;;;;;
7;2;3;3;2.177979;-126;1;B;;DBB;;;;;;;;
7;2;3;4;4.077393;-162;1;C;;DBBC;;;;;;;;
7;2;3;5;4.788696;126;1;B;;DBBCB;;;;;;;;
7;2;3;6;5.344604;-90;1;D;;DBBCBD;;;;;;;;
7;2;3;7;2.689819;-126;1;C;DBBCBDC;DBBCBDC;0;1;1;1;1;1;1;1
7;3;3;1;5.699707;126;1;B;;B;;;;;;;;
7;3;3;2;3.144897;180;1;D;;BD;;;;;;;;
7;3;3;3;2.989746;-144;1;A;;BDA;;;;;;;;
7;3;3;4;5.088501;-90;1;C;;BDAC;;;;;;;;
7;3;3;5;3.33374;-180;1;A;;BDACA;;;;;;;;
7;3;3;6;6.066284;-90;1;A;;BDACAA;;;;;;;;
7;3;3;7;4.521973;90;1;A;BDACAAA;BDACAAA;0;1;1;1;1;1;1;1
7;4;3;1;2.723389;-90;1;A;;A;;;;;;;;
7;4;3;2;2.344116;126;1;B;;AB;;;;;;;;
7;4;3;3;5.044434;90;1;C;;ABC;;;;;;;;
7;4;3;4;4.028564;-144;1;D;;ABCD;;;;;;;;
7;4;3;5;4.21167;126;1;A;;ABCDA;;;;;;;;
7;4;3;6;3.471191;144;2;C;;ABCDAC;;;;;;;;
7;4;3;7;3.878052;126;1;C;ABCDACC;ABCDACC;0;1;1;1;1;1;1;1
7;5;3;1;4.800293;144;1;C;;C;;;;;;;;
7;5;3;2;7.722412;90;1;C;;CC;;;;;;;;
7;5;3;3;4.744629;144;1;B;;CCB;;;;;;;;
7;5;3;4;3.267822;-144;1;A;;CCBA;;;;;;;;
7;5;3;5;4.221436;-144;1;A;;CCBAA;;;;;;;;
7;5;3;6;3.133789;162;1;D;;CCBAAD;;;;;;;;
7;5;3;7;4.077881;-144;1;D;CCBAADD;CCBAADD;0;1;1;1;1;1;1;1
7;6;3;1;5.911255;144;1;B;;B;;;;;;;;
7;6;3;2;3.699951;-162;1;B;;BB;;;;;;;;
7;6;3;3;5.511597;108;1;B;;BBB;;;;;;;;
7;6;3;4;3.777588;-180;1;D;;BBBD;;;;;;;;
7;6;3;5;3.77771;-162;1;C;;BBBDC;;;;;;;;
7;6;3;6;4.145264;-144;1;B;;BBBDCB;;;;;;;;
7;6;3;7;2.966187;162;1;D;BBBDCBD;BBBDCBD;0;1;1;1;1;1;1;1
7;7;3;1;6.677856;90;1;A;;A;;;;;;;;
7;7;3;2;3.111938;-144;1;D;;AD;;;;;;;;
7;7;3;3;5.865723;90;1;B;;ADB;;;;;;;;
7;7;3;4;4.677246;126;1;A;;ADBA;;;;;;;;
7;7;3;5;3.044922;-162;1;D;;ADBAD;;;;;;;;
7;7;3;6;5.077393;-90;1;C;;ADBADC;;;;;;;;
7;7;3;7;1.82251;126;1;A;ADBADCA;ADBADCA;0;1;1;1;1;1;1;1
7;8;3;1;5.822021;90;1;B;;B;;;;;;;;
7;8;3;2;4.356934;180;1;C;;BC;;;;;;;;
7;8;3;3;2.821777;-126;1;D;;BCD;;;;;;;;
7;8;3;4;3.650146;-180;1;C;;BCDC;;;;;;;;
7;8;3;5;4.300903;-126;1;C;;BCDCC;;;;;;;;
7;8;3;6;4.844604;-108;1;C;;BCDCCC;;;;;;;;
7;8;3;7;2.844238;180;1;A;BCDCCCA;BCDCCCA;0;1;1;1;1;1;1;1
7;9;3;1;6.478271;90;1;C;;C;;;;;;;;
7;9;3;2;6.328857;90;1;A;;CA;;;;;;;;
7;9;3;3;3.588745;-162;1;C;;CAC;;;;;;;;
7;9;3;4;2.643677;-126;1;C;;CACC;;;;;;;;
7;9;3;5;3.332642;126;1;A;;CACCA;;;;;;;;
7;9;3;6;2.666504;162;1;D;;CACCAD;;;;;;;;
7;9;3;7;3.685059;-162;1;C;CACCADC;CACCADC;0;1;1;1;1;1;1;1
7;10;3;1;4.716309;162;1;A;;A;;;;;;;;
7;10;3;2;2.349487;-90;1;B;;AB;;;;;;;;
7;10;3;3;2.377808;-108;1;A;;ABA;;;;;;;;
7;10;3;4;3.044678;-144;1;C;;ABAC;;;;;;;;
7;10;3;5;3.567749;-162;1;A;;ABACA;;;;;;;;
7;10;3;6;1.723022;90;1;C;;ABACAC;;;;;;;;
7;10;3;7;3.433105;162;1;D;ABACACD;ABACACD;0;1;1;1;1;1;1;1
7;1;2;1;1.299683;-90;1;A;;A;;;;;;;;
7;1;2;2;2.588135;-126;1;A;;AA;;;;;;;;
7;1;2;3;2.010742;108;1;D;;AAD;;;;;;;;
7;1;2;4;1.688721;90;1;C;;AADC;;;;;;;;
7;1;2;5;2.352539;-144;1;A;;AADCA;;;;;;;;
7;1;2;6;2.199951;-90;1;D;;AADCAD;;;;;;;;
7;1;2;7;2.066162;126;1;B;AADCADB;AADCADB;0;1;1;1;1;1;1;1
7;2;2;1;2.455444;144;1;D;;D;;;;;;;;
7;2;2;2;2.865845;144;1;D;;DD;;;;;;;;
7;2;2;3;2.110962;-108;1;C;;DDC;;;;;;;;
7;2;2;4;3.111328;-144;1;C;;DDCC;;;;;;;;
7;2;2;5;2.877686;-144;1;C;;DDCCC;;;;;;;;
7;2;2;6;2.244507;-90;1;C;;DDCCCC;;;;;;;;
7;2;2;7;2.677002;90;2;C;DDCCCCC;DDCCCCC;0;1;1;1;1;1;1;1
7;3;2;1;3.121826;-144;1;B;;B;;;;;;;;
7;3;2;2;2.710815;-108;1;B;;BB;;;;;;;;
7;3;2;3;2.222168;108;1;D;;BBD;;;;;;;;
7;3;2;4;3.106445;-144;1;A;;BBDA;;;;;;;;
7;3;2;5;2.344238;-108;1;A;;BBDAA;;;;;;;;
7;3;2;6;3.033081;144;1;A;;BBDAAA;;;;;;;;
7;3;2;7;2.0448;108;1;C;BBDAAAC;BBDAAAC;0;1;1;1;1;1;1;1
7;4;2;1;2.465576;-144;1;D;;D;;;;;;;;
7;4;2;2;1.943726;-90;1;A;;DA;;;;;;;;
7;4;2;3;2.066895;90;1;D;;DAD;;;;;;;;
7;4;2;4;3.254761;162;1;A;;DADA;;;;;;;;
7;4;2;5;1.799561;-108;1;A;;DADAA;;;;;;;;
7;4;2;6;3.078003;-162;1;C;;DADAAC;;;;;;;;
7;4;2;7;2.143311;-108;1;B;DADAACB;DADAACB;0;1;1;1;1;1;1;1
7;5;2;1;2.621704;144;1;D;;D;;;;;;;;
7;5;2;2;1.766602;-90;1;D;;DD;;;;;;;;
7;5;2;3;1.901367;-90;1;C;;DDC;;;;;;;;
7;5;2;4;1.832764;-90;1;B;;DDCB;;;;;;;;
7;5;2;5;3.550049;162;2;B;;DDCBB;;;;;;;;
7;5;2;6;2.567139;144;1;A;;DDCBBA;;;;;;;;
7;5;2;7;2.788574;-144;1;A;DDCBBAA;DDCBBAA;0;1;1;1;1;1;1;1
7;6;2;1;2.467041;126;1;C;;C;;;;;;;;
7;6;2;2;3.065918;-162;1;C;;CC;;;;;;;;
7;6;2;3;2.000000;-90;1;D;;CCD;;;;;;;;
7;6;2;4;3.106201;162;1;C;;CCDC;;;;;;;;
7;6;2;5;2.121826;108;1;A;;CCDCA;;;;;;;;
7;6;2;6;2.523193;-144;1;A;;CCDCAA;;;;;;;;
7;6;2;7;1.877686;108;1;C;CCDCAAC;CCDCAAC;0;1;1;1;1;1;1;1
7;7;2;1;2.804199;-144;1;A;;A;;;;;;;;
7;7;2;2;1.61084;90;1;C;;AC;;;;;;;;
7;7;2;3;4.800293;-126;2;C;;ACC;;;;;;;;
7;7;2;4;2.166016;-90;1;D;;ACCD;;;;;;;;
7;7;2;5;3.405273;-126;1;D;;ACCDD;;;;;;;;
7;7;2;6;3.455566;-108;1;B;;ACCDDB;;;;;;;;
7;7;2;7;2.043701;126;1;C;ACCDDBC;ACCDDBC;0;1;1;1;1;1;1;1
7;8;2;1;2.689697;-126;1;B;;B;;;;;;;;
7;8;2;2;3.39917;-144;1;D;;BD;;;;;;;;
7;8;2;3;5.377686;-144;2;A;;BDA;;;;;;;;
7;8;2;4;3.133545;-162;1;C;;BDAC;;;;;;;;
7;8;2;5;3.039795;-126;1;A;;BDACA;;;;;;;;
7;8;2;6;5.396484;108;2;C;;BDACAC;;;;;;;;
7;8;2;7;1.974854;108;1;D;BDACACD;BDACACD;0;1;1;1;1;1;1;1
7;9;2;1;2.156006;90;1;A;;A;;;;;;;;
7;9;2;2;2.977051;-162;1;A;;AA;;;;;;;;
7;9;2;3;2.062012;72;1;B;;AAB;;;;;;;;
7;9;2;4;2.922607;180;1;B;;AABB;;;;;;;;
7;9;2;5;2.510742;144;1;D;;AABBD;;;;;;;;
7;9;2;6;2.150391;126;1;A;;AABBDA;;;;;;;;
7;9;2;7;2.599609;-144;1;B;AABBDAB;AABBDAB;0;1;1;1;1;1;1;1
7;10;2;1;5.122314;162;3;B;;B;;;;;;;;
7;10;2;2;2.778076;126;1;D;;BD;;;;;;;;
7;10;2;3;2.373047;-126;1;D;;BDD;;;;;;;;
7;10;2;4;2.366455;-144;1;D;;BDDD;;;;;;;;
7;10;2;5;2.966309;-144;1;B;;BDDDB;;;;;;;;
7;10;2;6;2.622559;144;1;C;;BDDDBC;;;;;;;;
7;10;2;7;2.600098;144;1;D;BDDDBCD;BDDDBCD;0;1;1;1;1;1;1;1
8;1;2;1;4.621246;162;1;B;;B;;;;;;;;
8;1;2;2;2.688568;-90;1;A;;BA;;;;;;;;
8;1;2;3;3.533508;-144;1;A;;BAA;;;;;;;;
8;1;2;4;3.855225;-162;1;C;;BAAC;;;;;;;;
8;1;2;5;1.622009;90;1;B;;BAACB;;;;;;;;
8;1;2;6;1.978119;90;1;C;;BAACBC;;;;;;;;
8;1;2;7;2.216034;-90;1;C;BAACBCB;BAACBCC;1;1;1;1;1;1;1;0
8;2;2;1;3.322113;180;1;D;;D;;;;;;;;
8;2;2;2;2.155365;90;1;A;;DA;;;;;;;;
8;2;2;3;3.011627;-144;1;C;;DAC;;;;;;;;
8;2;2;4;2.711121;144;1;D;;DACD;;;;;;;;
8;2;2;5;3.545258;-180;1;D;;DACDD;;;;;;;;
8;2;2;6;2.499115;-90;1;A;;DACDDA;;;;;;;;
8;2;2;7;3.610931;-144;1;D;DACDDAD;DACDDAD;0;1;1;1;1;1;1;1
8;3;2;1;2.099731;90;1;C;;C;;;;;;;;
8;3;2;2;2.128326;-108;1;C;;CC;;;;;;;;
8;3;2;3;1.5224;90;1;B;;CCB;;;;;;;;
8;3;2;4;2.756226;144;1;B;;CCBB;;;;;;;;
8;3;2;5;2.078979;-108;1;D;;CCBBD;;;;;;;;
8;3;2;6;1.216522;54;1;B;;CCBBDB;;;;;;;;
8;3;2;7;3.220978;-90;1;B;CCBBDBD;CCBBDBB;1;1;1;1;1;1;1;0
8;4;2;1;3.755066;-126;1;B;;B;;;;;;;;
8;4;2;2;2.788177;-108;1;D;;BD;;;;;;;;
8;4;2;3;4.622742;-162;1;C;;BDC;;;;;;;;
8;4;2;4;4.088318;162;2;A;;BDCA;;;;;;;;
8;4;2;5;4.244843;144;1;A;;BDCAA;;;;;;;;
8;4;2;6;2.388947;90;1;B;;BDCAAB;;;;;;;;
8;4;2;7;2.200104;90;1;C;BDCAABC;BDCAABC;0;1;1;1;1;1;1;1
8;5;2;1;3.39386;144;1;A;;A;;;;;;;;
8;5;2;2;2.576813;-144;1;B;;AB;;;;;;;;
8;5;2;3;3.94458;-162;1;C;;ABC;;;;;;;;
8;5;2;4;2.538696;-108;1;C;;ABCC;;;;;;;;
8;5;2;5;2.521912;-108;1;A;;ABCCA;;;;;;;;
8;5;2;6;3.18927;180;1;A;;ABCCAA;;;;;;;;
8;5;2;7;3.077576;-108;1;D;ABCCAAD;ABCCAAD;0;1;1;1;1;1;1;1
8;6;2;1;3.221558;-144;1;B;;B;;;;;;;;
8;6;2;2;3.166382;-162;1;B;;BB;;;;;;;;
8;6;2;3;2.788818;162;1;D;;BBD;;;;;;;;
8;6;2;4;1.377808;72;1;D;;BBDD;;;;;;;;
8;6;2;5;2.677307;-108;1;C;;BBDDC;;;;;;;;
8;6;2;6;3.766418;-144;1;B;;BBDDCB;;;;;;;;
8;6;2;7;2.088196;90;1;A;BBDDCBA;BBDDCBA;0;1;1;1;1;1;1;1
8;7;2;1;1.944458;90;1;B;;B;;;;;;;;
8;7;2;2;3.416138;180;1;A;;BA;;;;;;;;
8;7;2;3;1.943604;90;1;D;;BAD;;;;;;;;
8;7;2;4;5.477844;-144;2;C;;BADC;;;;;;;;
8;7;2;5;2.105042;-90;1;B;;BADCB;;;;;;;;
8;7;2;6;1.043762;36;1;C;;BADCBC;;;;;;;;
8;7;2;7;2.31073;108;1;A;BADCBCA;BADCBCA;0;1;1;1;1;1;1;1
8;8;2;1;2.915771;-144;1;A;;A;;;;;;;;
8;8;2;2;2.193665;108;1;B;;AB;;;;;;;;
8;8;2;3;3.555115;180;1;D;;ABD;;;;;;;;
8;8;2;4;2.933167;144;1;C;;ABDC;;;;;;;;
8;8;2;5;3.221802;126;1;B;;ABDCB;;;;;;;;
8;8;2;6;4.88855;126;2;D;;ABDCBD;;;;;;;;
8;8;2;7;3.144409;162;1;D;ABDCBDD;ABDCBDD;0;1;1;1;1;1;1;1
8;9;2;1;1.999695;-90;1;A;;A;;;;;;;;
8;9;2;2;1.86676;-90;1;D;;AD;;;;;;;;
8;9;2;3;1.25531;90;1;D;;ADD;;;;;;;;
8;9;2;4;1.956726;108;1;A;;ADDA;;;;;;;;
8;9;2;5;1.677673;-90;1;A;;ADDAA;;;;;;;;
8;9;2;6;2.26062;-90;1;C;;ADDAAC;;;;;;;;
8;9;2;7;5.399475;180;3;C;ADDAACC;ADDAACC;0;1;1;1;1;1;1;1
8;10;2;1;2.221985;-108;1;B;;B;;;;;;;;
8;10;2;2;3.121826;-162;1;B;;BB;;;;;;;;
8;10;2;3;3.877686;180;1;C;;BBC;;;;;;;;
8;10;2;4;1.822571;90;1;A;;BBCA;;;;;;;;
8;10;2;5;2.988525;126;1;C;;BBCAC;;;;;;;;
8;10;2;6;3.58905;-90;4;C;;BBCACC;;;;;;;;
8;10;2;7;2.965271;-90;1;B;BBCACCB;BBCACCB;0;1;1;1;1;1;1;1
8;1;1;1;1.815918;90;1;B;;B;;;;;;;;
8;1;1;2;2.888;126;3;C;;BC;;;;;;;;
8;1;1;3;3.021423;-162;1;B;;BCB;;;;;;;;
8;1;1;4;2.272583;108;1;D;;BCBD;;;;;;;;
8;1;1;5;2.333252;90;1;B;;BCBDB;;;;;;;;
8;1;1;6;2.010559;-108;1;D;;BCBDBD;;;;;;;;
8;1;1;7;2.722473;-126;1;C;BCABDBC;BCBDBDC;2;1;1;0;0;0;0;1
8;2;1;1;3.85437;-162;1;D;;D;;;;;;;;
8;2;1;2;3.34729;-144;1;D;;DD;;;;;;;;
8;2;1;3;2.933228;162;1;C;;DDC;;;;;;;;
8;2;1;4;2.510986;108;1;C;;DDCC;;;;;;;;
8;2;1;5;3.849854;-180;1;B;;DDCCB;;;;;;;;
8;2;1;6;2.199951;108;1;B;;DDCCBB;;;;;;;;
8;2;1;7;4.710449;-144;2;C;DDCCBBC;DDCCBBC;0;1;1;1;1;1;1;1
8;3;1;1;3.133057;-144;1;C;;C;;;;;;;;
8;3;1;2;4.255249;-162;1;D;;CD;;;;;;;;
8;3;1;3;1.587891;90;1;C;;CDC;;;;;;;;
8;3;1;4;1.943726;-90;1;C;;CDCC;;;;;;;;
8;3;1;5;4.328125;180;1;C;;CDCCC;;;;;;;;
8;3;1;6;3.255127;-180;1;C;;CDCCCC;;;;;;;;
8;3;1;7;2.732788;108;2;A;CDCCCCA;CDCCCCA;0;1;1;1;1;1;1;1
8;4;1;1;2.4552;108;1;B;;B;;;;;;;;
8;4;1;2;2.522827;-144;1;B;;BB;;;;;;;;
8;4;1;3;2.688843;-126;1;D;;BBD;;;;;;;;
8;4;1;4;2.477905;144;1;C;;BBDC;;;;;;;;
8;4;1;5;2.522095;108;1;A;;BBDCA;;;;;;;;
8;4;1;6;3.12207;126;2;A;;BBDCAA;;;;;;;;
8;4;1;7;4.82666;-144;1;D;BBDCAAD;BBDCAAD;0;1;1;1;1;1;1;1
8;5;1;1;2.03894;126;1;B;;B;;;;;;;;
8;5;1;2;2.054321;-126;1;C;;BC;;;;;;;;
8;5;1;3;1.366577;90;1;B;;BCB;;;;;;;;
8;5;1;4;2.533569;90;1;B;;BCBB;;;;;;;;
8;5;1;5;2.544067;90;1;C;;BCBBC;;;;;;;;
8;5;1;6;3.537964;-108;1;C;;BCBBCC;;;;;;;;
8;5;1;7;2.732544;-90;1;D;BCBBCCD;BCBBCCD;0;1;1;1;1;1;1;1
8;6;1;1;3.332886;-162;1;A;;A;;;;;;;;
8;6;1;2;3.467041;-144;1;A;;AA;;;;;;;;
8;6;1;3;3.311523;-144;1;C;;AAC;;;;;;;;
8;6;1;4;2.255249;126;1;B;;AACB;;;;;;;;
8;6;1;5;2.01123;90;1;B;;AACBB;;;;;;;;
8;6;1;6;3.388916;162;1;B;;AACBBB;;;;;;;;
8;6;1;7;3.17688;162;1;C;AACBBCA;AACBBBC;2;1;1;1;1;1;0;0
8;7;1;1;3.477783;162;1;C;;C;;;;;;;;
8;7;1;2;3.71106;180;1;B;;CB;;;;;;;;
8;7;1;3;3.677979;-180;1;A;;CBA;;;;;;;;
8;7;1;4;2.649536;126;1;C;;CBAC;;;;;;;;
8;7;1;5;1.854736;-90;1;D;;CBACD;;;;;;;;
8;7;1;6;3.521973;162;1;A;;CBACDA;;;;;;;;
8;7;1;7;3.399658;-90;2;C;CBACDAC;CBACDAC;0;1;1;1;1;1;1;1
8;8;1;1;2.965698;162;1;B;;B;;;;;;;;
8;8;1;2;2.517334;-126;1;C;;BC;;;;;;;;
8;8;1;3;2.971191;180;1;C;;BCC;;;;;;;;
8;8;1;4;1.933594;72;1;C;;BCCC;;;;;;;;
8;8;1;5;3.333252;144;1;D;;BCCCD;;;;;;;;
8;8;1;6;2.588989;126;1;A;;BCCCDA;;;;;;;;
8;8;1;7;2.233276;-126;1;B;BCCCDAB;BCCCDAB;0;1;1;1;1;1;1;1
8;9;1;1;2.154419;126;1;B;;B;;;;;;;;
8;9;1;2;3.077759;-162;1;D;;BD;;;;;;;;
8;9;1;3;2.110718;126;1;D;;BDD;;;;;;;;
8;9;1;4;2.278076;-126;1;A;;BDDA;;;;;;;;
8;9;1;5;2.627075;162;1;A;;BDDAA;;;;;;;;
8;9;1;6;2.666504;-162;1;C;;BDDAAC;;;;;;;;
8;9;1;7;7.110962;-126;3;A;BDDAACA;BDDAACA;0;1;1;1;1;1;1;1
8;10;1;1;3.377686;-126;1;D;;D;;;;;;;;
8;10;1;2;3.199585;-180;1;C;;DC;;;;;;;;
8;10;1;3;2.088623;-108;1;B;;DCB;;;;;;;;
8;10;1;4;4.033447;-162;1;A;;DCBA;;;;;;;;
8;10;1;5;2.756836;-108;1;C;;DCBAC;;;;;;;;
8;10;1;6;2.210938;-90;1;B;;DCBACB;;;;;;;;
8;10;1;7;2.522461;162;1;D;DCBACBD;DCBACBD;0;1;1;1;1;1;1;1
8;1;3;1;4.210449;-90;1;C;;C;;;;;;;;
8;1;3;2;1.65564;-90;1;B;;CB;;;;;;;;
8;1;3;3;3.121338;-162;1;D;;CBD;;;;;;;;
8;1;3;4;3.888428;-108;2;C;;CBDC;;;;;;;;
8;1;3;5;2.332764;-90;1;B;;CBDCB;;;;;;;;
8;1;3;6;1.794678;-90;1;B;;CBDCBB;;;;;;;;
8;1;3;7;3.800171;90;1;D;CBDCBBD;CBDCBBD;0;1;1;1;1;1;1;1
8;2;3;1;2.532593;162;1;C;;C;;;;;;;;
8;2;3;2;2.9552;-162;1;B;;CB;;;;;;;;
8;2;3;3;1.266602;54;1;D;;CBD;;;;;;;;
8;2;3;4;3.511719;162;1;C;;CBDC;;;;;;;;
8;2;3;5;4.45459;126;1;B;;CBDCB;;;;;;;;
8;2;3;6;3.722534;180;2;A;;CBDCBA;;;;;;;;
8;2;3;7;4.388672;90;1;C;CBDCBAC;CBDCBAC;0;1;1;1;1;1;1;1
8;3;3;1;3.988525;162;1;B;;B;;;;;;;;
8;3;3;2;3.383789;-180;1;A;;BA;;;;;;;;
8;3;3;3;4.122681;126;1;B;;BAB;;;;;;;;
8;3;3;4;3.233154;-162;1;C;;BABC;;;;;;;;
8;3;3;5;6.399902;144;2;A;;BABCA;;;;;;;;
8;3;3;6;1.521606;72;2;A;;BABCAA;;;;;;;;
8;3;3;7;2.011108;126;1;C;BABCAAC;BABCAAC;0;1;1;1;1;1;1;1
8;4;3;1;1.722046;90;1;B;;B;;;;;;;;
8;4;3;2;3.100464;144;1;C;;BC;;;;;;;;
8;4;3;3;3.61084;-126;1;B;;BCB;;;;;;;;
8;4;3;4;2.299683;-144;1;C;;BCBC;;;;;;;;
8;4;3;5;4.167236;126;1;A;;BCBCA;;;;;;;;
8;4;3;6;3.406372;-144;1;A;;BCBCAA;;;;;;;;
8;4;3;7;3.87793;-144;1;A;BCBCAAA;BCBCAAA;0;1;1;1;1;1;1;1
8;5;3;1;2.043945;-144;1;C;;C;;;;;;;;
8;5;3;2;3.69397;162;1;A;;CA;;;;;;;;
8;5;3;3;3.699219;-162;1;B;;CAB;;;;;;;;
8;5;3;4;8.289063;90;4;A;;CABA;;;;;;;;
8;5;3;5;2.511353;126;2;B;;CABAB;;;;;;;;
8;5;3;6;3.544067;-90;1;C;;CABABC;;;;;;;;
