Subject;trial_id;condition_id;object_number;duration;distance;hit_try;letter;input_letters;right_letters;levensthein_distance;buchstabe_1;buchstabe_2;buchstabe_3;buchstabe_4;buchstabe_5;buchstabe_6;buchstabe_7
8;5;3;7;2.549438;108;1;A;CABABCA;CABABCA;0;1;1;1;1;1;1;1
8;6;3;1;2.132813;-144;1;B;;B;;;;;;;;
8;6;3;2;3.043945;-162;1;C;;BC;;;;;;;;
8;6;3;3;2.188354;-90;1;B;;BCB;;;;;;;;
8;6;3;4;2.866577;-144;1;D;;BCBD;;;;;;;;
8;6;3;5;1.933716;90;1;B;;BCBDB;;;;;;;;
8;6;3;6;1.328125;72;1;A;;BCBDBA;;;;;;;;
8;6;3;7;1.522217;-126;1;C;BCBDBAC;BCBDBAC;0;1;1;1;1;1;1;1
8;7;3;1;1.722046;-126;1;B;;B;;;;;;;;
8;7;3;2;5.022339;108;1;C;;BC;;;;;;;;
8;7;3;3;2.853516;-162;1;A;;BCA;;;;;;;;
8;7;3;4;3.553589;-144;1;B;;BCAB;;;;;;;;
8;7;3;5;2.400513;144;1;A;;BCABA;;;;;;;;
8;7;3;6;3.10498;162;1;A;;BCABAA;;;;;;;;
8;7;3;7;5.099243;90;1;D;BCABAAD;BCABAAD;0;1;1;1;1;1;1;1
8;8;3;1;1.2771;108;1;B;;B;;;;;;;;
8;8;3;2;2.388428;162;1;A;;BA;;;;;;;;
8;8;3;3;4.421875;144;1;C;;BAC;;;;;;;;
8;8;3;4;2.856079;-90;1;B;;BACB;;;;;;;;
8;8;3;5;4.72229;-162;3;A;;BACBA;;;;;;;;
8;8;3;6;4.021729;-162;1;B;;BACBAB;;;;;;;;
8;8;3;7;5.066284;108;1;A;BACBABA;BACBABA;0;1;1;1;1;1;1;1
8;9;3;1;3.777588;-126;1;B;;B;;;;;;;;
8;9;3;2;1.788818;90;1;A;;BA;;;;;;;;
8;9;3;3;2.245117;-162;1;C;;BAC;;;;;;;;
8;9;3;4;2.144653;-126;1;D;;BACD;;;;;;;;
8;9;3;5;3.199707;162;1;B;;BACDB;;;;;;;;
8;9;3;6;1.956055;90;1;B;;BACDBB;;;;;;;;
8;9;3;7;3.555664;-108;1;C;BACDBBC;BACDBBC;0;1;1;1;1;1;1;1
8;10;3;1;3.466797;-162;1;A;;A;;;;;;;;
8;10;3;2;3.132813;108;1;B;;AB;;;;;;;;
8;10;3;3;2.966431;-162;1;C;;ABC;;;;;;;;
8;10;3;4;2.621948;-180;1;A;;ABCA;;;;;;;;
8;10;3;5;1.22229;-90;1;A;;ABCAA;;;;;;;;
8;10;3;6;3.98877;-90;2;A;;ABCAAA;;;;;;;;
8;10;3;7;1.155273;-90;1;B;ABCAAAB;ABCAAAB;0;1;1;1;1;1;1;1
9;1;2;1;1.221436;-162;1;B;;B;;;;;;;;
9;1;2;2;0.8875732;-90;1;D;;BD;;;;;;;;
9;1;2;3;1.488953;-180;1;D;;BDD;;;;;;;;
9;1;2;4;1.166428;-126;1;B;;BDDB;;;;;;;;
9;1;2;5;1.68251;144;2;A;;BDDBA;;;;;;;;
9;1;2;6;0.9487152;108;1;C;;BDDBAC;;;;;;;;
9;1;2;7;1.043442;-126;1;B;BDDBACD;BDDBACB;1;1;1;1;1;1;1;0
9;2;2;1;1.211792;-162;1;B;;B;;;;;;;;
9;2;2;2;0.8214569;-90;1;A;;BA;;;;;;;;
9;2;2;3;0.7889404;108;1;D;;BAD;;;;;;;;
9;2;2;4;1.216293;180;1;D;;BADD;;;;;;;;
9;2;2;5;1.260193;-144;1;A;;BADDA;;;;;;;;
9;2;2;6;1.14418;-126;1;C;;BADDAC;;;;;;;;
9;2;2;7;0.9049988;108;1;C;BADDACC;BADDACC;0;1;1;1;1;1;1;1
9;3;2;1;0.9883118;-162;1;C;;C;;;;;;;;
9;3;2;2;0.8947449;-126;1;B;;CB;;;;;;;;
9;3;2;3;0.9666443;126;1;B;;CBB;;;;;;;;
9;3;2;4;0.8771973;-108;1;B;;CBBB;;;;;;;;
9;3;2;5;1.011841;126;1;B;;CBBBB;;;;;;;;
9;3;2;6;1.144867;144;1;A;;CBBBBA;;;;;;;;
9;3;2;7;1.21106;144;1;C;CBBBBAC;CBBBBAC;0;1;1;1;1;1;1;1
9;4;2;1;0.9545593;-108;1;B;;B;;;;;;;;
9;4;2;2;1.133209;-162;1;B;;BB;;;;;;;;
9;4;2;3;1.200165;-162;1;D;;BBD;;;;;;;;
9;4;2;4;1.089447;108;2;D;;BBDD;;;;;;;;
9;4;2;5;0.9272156;-126;1;A;;BBDDA;;;;;;;;
9;4;2;6;0.6106567;72;1;B;;BBDDAB;;;;;;;;
9;4;2;7;0.8548584;108;1;B;BBDDABB;BBDDABB;0;1;1;1;1;1;1;1
9;5;2;1;0.8440247;-162;1;C;;C;;;;;;;;
9;5;2;2;1.633087;144;1;C;;CC;;;;;;;;
9;5;2;3;0.8713379;-126;1;C;;CCC;;;;;;;;
9;5;2;4;0.9491272;144;1;D;;CCCD;;;;;;;;
9;5;2;5;0.7663574;90;1;B;;CCCDB;;;;;;;;
9;5;2;6;0.7216797;-90;1;C;;CCCDBC;;;;;;;;
9;5;2;7;0.8825378;-108;1;C;CCCDBCC;CCCDBCC;0;1;1;1;1;1;1;1
9;6;2;1;0.9873962;-108;1;C;;C;;;;;;;;
9;6;2;2;0.7382202;108;1;B;;CB;;;;;;;;
9;6;2;3;0.7553101;90;1;A;;CBA;;;;;;;;
9;6;2;4;1.111023;-162;1;C;;CBAC;;;;;;;;
9;6;2;5;0.7998657;108;1;D;;CBACD;;;;;;;;
9;6;2;6;1.183258;162;1;B;;CBACDB;;;;;;;;
9;6;2;7;0.9882813;108;1;D;CBACDBC;CBACDBD;1;1;1;1;1;1;1;0
9;7;2;1;1.254425;-90;2;C;;C;;;;;;;;
9;7;2;2;1.139099;162;1;A;;CA;;;;;;;;
9;7;2;3;1.166504;-180;1;A;;CAA;;;;;;;;
9;7;2;4;0.8494873;108;1;C;;CAAC;;;;;;;;
9;7;2;5;0.9490967;72;2;C;;CAACC;;;;;;;;
9;7;2;6;1.210968;-162;1;D;;CAACCD;;;;;;;;
9;7;2;7;0.8771973;-108;1;A;CAACDCA;CAACCDA;2;1;1;1;1;0;0;1
9;8;2;1;1.433044;-180;1;A;;A;;;;;;;;
9;8;2;2;0.7712402;90;1;B;;AB;;;;;;;;
9;8;2;3;1.415649;-180;1;C;;ABC;;;;;;;;
9;8;2;4;1.32132;126;1;D;;ABCD;;;;;;;;
9;8;2;5;0.9445801;-144;1;D;;ABCDD;;;;;;;;
9;8;2;6;1.010681;-126;1;A;;ABCDDA;;;;;;;;
9;8;2;7;1.489075;-162;1;B;CACDDAC;ABCDDAB;3;0;0;1;1;1;1;0
9;9;2;1;1.043365;-126;1;C;;C;;;;;;;;
9;9;2;2;1.000092;144;1;C;;CC;;;;;;;;
9;9;2;3;0.9952087;-126;1;C;;CCC;;;;;;;;
9;9;2;4;1.099365;-144;1;D;;CCCD;;;;;;;;
9;9;2;5;1.010925;162;1;D;;CCCDD;;;;;;;;
9;9;2;6;0.9779053;-144;1;B;;CCCDDB;;;;;;;;
9;9;2;7;1.372894;-126;1;A;CCCDDBA;CCCDDBA;0;1;1;1;1;1;1;1
9;10;2;1;1.254639;162;1;D;;D;;;;;;;;
9;10;2;2;0.7050781;-90;1;D;;DD;;;;;;;;
9;10;2;3;1.410797;-162;1;B;;DDB;;;;;;;;
9;10;2;4;1.03833;-144;1;A;;DDBA;;;;;;;;
9;10;2;5;0.8994751;-108;1;C;;DDBAC;;;;;;;;
9;10;2;6;0.9438477;126;1;C;;DDBACC;;;;;;;;
9;10;2;7;1.266174;-162;1;B;DDCABBD;DDBACCB;4;1;1;0;1;0;0;0
9;1;3;1;1.699524;144;1;B;;B;;;;;;;;
9;1;3;2;0.9343262;108;2;A;;BA;;;;;;;;
9;1;3;3;1.397583;-144;1;D;;BAD;;;;;;;;
9;1;3;4;1.265686;-144;2;D;;BADD;;;;;;;;
9;1;3;5;0.9771729;-90;2;D;;BADDD;;;;;;;;
9;1;3;6;2.155945;144;1;B;;BADDDB;;;;;;;;
9;1;3;7;1.044556;-108;2;C;BADDDBC;BADDDBC;0;1;1;1;1;1;1;1
9;2;3;1;1.303711;126;1;C;;C;;;;;;;;
9;2;3;2;1.043701;-162;2;B;;CB;;;;;;;;
9;2;3;3;1.055115;90;2;C;;CBC;;;;;;;;
9;2;3;4;0.9003296;90;2;D;;CBCD;;;;;;;;
9;2;3;5;1.238342;-162;2;D;;CBCDD;;;;;;;;
9;2;3;6;1.088745;108;2;D;;CBCDDD;;;;;;;;
9;2;3;7;0.861084;126;1;A;CBCDDDA;CBCDDDA;0;1;1;1;1;1;1;1
9;3;3;1;0.9603882;-144;1;C;;C;;;;;;;;
9;3;3;2;1.065796;-126;2;D;;CD;;;;;;;;
9;3;3;3;0.9675903;108;2;A;;CDA;;;;;;;;
9;3;3;4;1.339355;-162;1;D;;CDAD;;;;;;;;
9;3;3;5;1.477966;144;1;D;;CDADD;;;;;;;;
9;3;3;6;1.216431;162;1;A;;CDADDA;;;;;;;;
9;3;3;7;1.400391;-180;1;D;CDADDAC;CDADDAD;1;1;1;1;1;1;1;0
9;4;3;1;1.243713;162;1;B;;B;;;;;;;;
9;4;3;2;1.45575;108;1;A;;BA;;;;;;;;
9;4;3;3;1.077332;162;2;B;;BAB;;;;;;;;
9;4;3;4;1.300293;162;2;C;;BABC;;;;;;;;
9;4;3;5;1.22168;90;2;A;;BABCA;;;;;;;;
9;4;3;6;1.61084;-162;1;C;;BABCAC;;;;;;;;
9;4;3;7;1.000061;-162;1;B;BABCACB;BABCACB;0;1;1;1;1;1;1;1
9;5;3;1;0.8779907;-108;1;C;;C;;;;;;;;
9;5;3;2;1.144897;162;2;B;;CB;;;;;;;;
9;5;3;3;1.916931;-108;1;B;;CBB;;;;;;;;
9;5;3;4;1.467712;90;1;D;;CBBD;;;;;;;;
9;5;3;5;1.988647;-162;2;A;;CBBDA;;;;;;;;
9;5;3;6;1.799927;-108;1;B;;CBBDAB;;;;;;;;
9;5;3;7;1.399658;162;1;A;CBCBACD;CBBDABA;4;1;1;0;0;1;0;0
9;6;3;1;1.209839;162;1;D;;D;;;;;;;;
9;6;3;2;1.688232;90;1;D;;DD;;;;;;;;
9;6;3;3;1.410767;-90;1;D;;DDD;;;;;;;;
9;6;3;4;1.366943;-162;2;B;;DDDB;;;;;;;;
9;6;3;5;2.388306;-126;1;A;;DDDBA;;;;;;;;
9;6;3;6;1.310913;-108;1;B;;DDDBAB;;;;;;;;
9;6;3;7;1.305176;-126;2;A;DDDDABA;DDDBABA;1;1;1;1;0;1;1;1
9;7;3;1;1.38739;162;1;C;;C;;;;;;;;
9;7;3;2;1.444336;72;1;D;;CD;;;;;;;;
9;7;3;3;1.099426;126;2;C;;CDC;;;;;;;;
9;7;3;4;1.589111;-162;1;C;;CDCC;;;;;;;;
9;7;3;5;0.8444214;54;2;C;;CDCCC;;;;;;;;
9;7;3;6;1.199951;-126;1;B;;CDCCCB;;;;;;;;
9;7;3;7;1.293701;-144;2;D;CDCCCBD;CDCCCBD;0;1;1;1;1;1;1;1
9;8;3;1;1.849365;108;1;B;;B;;;;;;;;
9;8;3;2;1.210266;108;2;A;;BA;;;;;;;;
9;8;3;3;1.444641;90;1;A;;BAA;;;;;;;;
9;8;3;4;1.039124;-180;1;A;;BAAA;;;;;;;;
9;8;3;5;1.566711;90;1;D;;BAAAD;;;;;;;;
9;8;3;6;1.277771;-108;1;B;;BAAADB;;;;;;;;
9;8;3;7;1.577454;90;1;D;BAAADBD;BAAADBD;0;1;1;1;1;1;1;1
9;9;3;1;1.110535;162;1;C;;C;;;;;;;;
9;9;3;2;1.544434;-144;1;B;;CB;;;;;;;;
9;9;3;3;1.238464;144;2;D;;CBD;;;;;;;;
9;9;3;4;0.8995361;-144;1;A;;CBDA;;;;;;;;
9;9;3;5;1.532959;-90;1;B;;CBDAB;;;;;;;;
9;9;3;6;1.188782;162;1;D;;CBDABD;;;;;;;;
9;9;3;7;1.988647;-144;1;A;CBDACBA;CBDABDA;2;1;1;1;1;0;0;1
9;10;3;1;0.9887085;-162;1;A;;A;;;;;;;;
9;10;3;2;1.500488;-144;1;A;;AA;;;;;;;;
9;10;3;3;1.188721;-108;2;D;;AAD;;;;;;;;
9;10;3;4;1.599792;108;1;B;;AADB;;;;;;;;
9;10;3;5;0.8886108;72;2;B;;AADBB;;;;;;;;
9;10;3;6;1.144531;-180;1;D;;AADBBD;;;;;;;;
9;10;3;7;1.490601;-126;2;B;AABDBDB;AADBBDB;2;1;1;0;0;1;1;1
9;1;1;1;1.088745;144;1;C;;C;;;;;;;;
9;1;1;2;1.055908;-144;2;C;;CC;;;;;;;;
9;1;1;3;1.143799;-180;1;B;;CCB;;;;;;;;
9;1;1;4;0.8775635;-126;1;C;;CCBC;;;;;;;;
9;1;1;5;1.110962;90;2;A;;CCBCA;;;;;;;;
9;1;1;6;1.177002;126;1;C;;CCBCAC;;;;;;;;
9;1;1;7;0.8115234;-108;1;A;CCBCACA;CCBCACA;0;1;1;1;1;1;1;1
9;2;1;1;1.255249;-144;1;A;;A;;;;;;;;
9;2;1;2;1.177734;-162;1;B;;AB;;;;;;;;
9;2;1;3;0.8331299;90;1;A;;ABA;;;;;;;;
9;2;1;4;1.622681;-162;1;D;;ABAD;;;;;;;;
9;2;1;5;0.9783936;126;1;C;;ABADC;;;;;;;;
9;2;1;6;0.8336182;-90;1;B;;ABADCB;;;;;;;;
9;2;1;7;1.178101;108;1;C;ADACBCC;ABADCBC;3;1;0;1;0;0;0;1
9;3;1;1;1.099976;-144;1;D;;D;;;;;;;;
9;3;1;2;1.144775;-126;2;C;;DC;;;;;;;;
9;3;1;3;0.9332275;126;1;C;;DCC;;;;;;;;
9;3;1;4;1.233154;144;1;B;;DCCB;;;;;;;;
9;3;1;5;0.9659424;-144;1;A;;DCCBA;;;;;;;;
9;3;1;6;0.8443604;-90;1;A;;DCCBAA;;;;;;;;
9;3;1;7;1.321777;-162;1;D;DCCBACD;DCCBAAD;1;1;1;1;1;1;0;1
9;4;1;1;1.24353;126;2;B;;B;;;;;;;;
9;4;1;2;0.9825439;126;1;C;;BC;;;;;;;;
9;4;1;3;1.033203;-108;2;A;;BCA;;;;;;;;
9;4;1;4;1.199829;-162;1;D;;BCAD;;;;;;;;
9;4;1;5;1.01062;126;1;C;;BCADC;;;;;;;;
9;4;1;6;0.8338623;-108;1;D;;BCADCD;;;;;;;;
9;4;1;7;1.339233;-144;1;D;BCADCCB;BCADCDD;2;1;1;1;1;1;0;0
9;5;1;1;1.055664;-126;1;C;;C;;;;;;;;
9;5;1;2;1.055542;-126;1;A;;CA;;;;;;;;
9;5;1;3;1.122192;-126;1;C;;CAC;;;;;;;;
9;5;1;4;0.8723145;-108;1;D;;CACD;;;;;;;;
9;5;1;5;1.028564;162;1;D;;CACDD;;;;;;;;
9;5;1;6;0.7437744;-108;1;D;;CACDDD;;;;;;;;
9;5;1;7;1.150391;90;2;C;CACDDDC;CACDDDC;0;1;1;1;1;1;1;1
9;6;1;1;0.9160156;90;1;A;;A;;;;;;;;
9;6;1;2;0.8995361;-90;2;A;;AA;;;;;;;;
9;6;1;3;1.211304;162;1;A;;AAA;;;;;;;;
9;6;1;4;0.8000488;90;1;C;;AAAC;;;;;;;;
9;6;1;5;0.8885498;-126;1;A;;AAACA;;;;;;;;
9;6;1;6;1.08313;-126;1;C;;AAACAC;;;;;;;;
9;6;1;7;1.077393;108;2;A;AAACACA;AAACACA;0;1;1;1;1;1;1;1
9;7;1;1;1.344971;-162;1;C;;C;;;;;;;;
9;7;1;2;0.7891846;108;1;A;;CA;;;;;;;;
9;7;1;3;1.055542;126;1;C;;CAC;;;;;;;;
9;7;1;4;1.338501;-162;1;A;;CACA;;;;;;;;
9;7;1;5;0.9553223;126;1;C;;CACAC;;;;;;;;
9;7;1;6;1.132813;-90;2;B;;CACACB;;;;;;;;
9;7;1;7;1.099854;126;1;B;CACACBB;CACACBB;0;1;1;1;1;1;1;1
9;8;1;1;1.206421;-162;1;C;;C;;;;;;;;
9;8;1;2;1.104736;108;2;D;;CD;;;;;;;;
9;8;1;3;0.777832;108;1;A;;CDA;;;;;;;;
9;8;1;4;1.08374;144;1;A;;CDAA;;;;;;;;
9;8;1;5;0.6331787;-90;1;A;;CDAAA;;;;;;;;
9;8;1;6;1.22168;180;1;A;;CDAAAA;;;;;;;;
9;8;1;7;1.100342;-162;1;D;CDAAAAD;CDAAAAD;0;1;1;1;1;1;1;1
9;9;1;1;1.122803;108;2;D;;D;;;;;;;;
9;9;1;2;0.8552246;90;2;A;;DA;;;;;;;;
9;9;1;3;0.8776855;72;2;D;;DAD;;;;;;;;
9;9;1;4;1.011475;126;1;B;;DADB;;;;;;;;
9;9;1;5;1.155396;144;1;D;;DADBD;;;;;;;;
9;9;1;6;0.8001709;-108;1;B;;DADBDB;;;;;;;;
9;9;1;7;0.6555176;-90;1;A;DADBDBA;DADBDBA;0;1;1;1;1;1;1;1
9;10;1;1;0.9665527;126;1;B;;B;;;;;;;;
9;10;1;2;1.05542;-162;1;A;;BA;;;;;;;;
9;10;1;3;0.9667969;90;2;D;;BAD;;;;;;;;
9;10;1;4;0.9664307;-90;2;C;;BADC;;;;;;;;
9;10;1;5;0.9217529;90;2;D;;BADCD;;;;;;;;
9;10;1;6;0.9781494;126;1;D;;BADCDD;;;;;;;;
9;10;1;7;1.239014;144;1;A;BADCDDA;BADCDDA;0;1;1;1;1;1;1;1
10;1;3;1;1.855164;-108;1;A;;A;;;;;;;;
10;1;3;2;3.259521;-180;1;A;;AA;;;;;;;;
10;1;3;3;1.588318;144;1;A;;AAA;;;;;;;;
10;1;3;4;2.432922;162;1;D;;AAAD;;;;;;;;
10;1;3;5;3.623505;-144;1;B;;AAADB;;;;;;;;
10;1;3;6;1.266602;-90;1;C;;AAADBC;;;;;;;;
10;1;3;7;2.733551;144;1;B;AAADBCD;AAADBCB;1;1;1;1;1;1;1;0
10;2;3;1;2.39975;90;1;A;;A;;;;;;;;
10;2;3;2;3.30011;162;1;C;;AC;;;;;;;;
10;2;3;3;1.099731;-90;1;D;;ACD;;;;;;;;
10;2;3;4;1.033447;108;1;C;;ACDC;;;;;;;;
10;2;3;5;2.978088;-126;1;C;;ACDCC;;;;;;;;
10;2;3;6;2.27771;108;1;D;;ACDCCD;;;;;;;;
10;2;3;7;2.321808;162;1;C;ACDCDAD;ACDCCDC;3;1;1;1;1;0;0;0
10;3;3;1;2.722229;-162;1;D;;D;;;;;;;;
10;3;3;2;1.610901;-144;1;A;;DA;;;;;;;;
10;3;3;3;2.700562;162;1;C;;DAC;;;;;;;;
10;3;3;4;1.176941;144;1;A;;DACA;;;;;;;;
10;3;3;5;3.356812;-108;1;D;;DACAD;;;;;;;;
10;3;3;6;2.966675;180;1;D;;DACADD;;;;;;;;
10;3;3;7;0.9992676;-108;1;B;DACDBCD;DACADDB;4;1;1;1;0;0;0;0
10;4;3;1;2.188599;144;1;C;;C;;;;;;;;
10;4;3;2;3.578186;144;1;D;;CD;;;;;;;;
10;4;3;3;1.933594;162;1;D;;CDD;;;;;;;;
10;4;3;4;0.8670654;-90;1;C;;CDDC;;;;;;;;
10;4;3;5;1.499939;-162;1;B;;CDDCB;;;;;;;;
10;4;3;6;1.722168;-144;1;A;;CDDCBA;;;;;;;;
10;4;3;7;1.300415;144;1;C;CDDCABC;CDDCBAC;2;1;1;1;1;0;0;1
10;5;3;1;2.022217;180;1;C;;C;;;;;;;;
10;5;3;2;3.455383;108;1;A;;CA;;;;;;;;
10;5;3;3;3.078003;-90;1;A;;CAA;;;;;;;;
10;5;3;4;1.121826;-126;1;B;;CAAB;;;;;;;;
10;5;3;5;2.255127;180;1;C;;CAABC;;;;;;;;
10;5;3;6;1.782104;-144;1;D;;CAABCD;;;;;;;;
10;5;3;7;3.122925;162;1;A;CAABCDA;CAABCDA;0;1;1;1;1;1;1;1
10;6;3;1;4.278076;-108;1;C;;C;;;;;;;;
10;6;3;2;1.133423;-144;1;D;;CD;;;;;;;;
10;6;3;3;2.599487;108;1;A;;CDA;;;;;;;;
10;6;3;4;1.011658;90;1;D;;CDAD;;;;;;;;
10;6;3;5;2.121887;180;1;D;;CDADD;;;;;;;;
10;6;3;6;1.778137;108;1;D;;CDADDD;;;;;;;;
10;6;3;7;1.865417;144;1;B;CDADDDB;CDADDDB;0;1;1;1;1;1;1;1
10;7;3;1;0.8894653;-126;1;B;;B;;;;;;;;
10;7;3;2;1.888855;162;1;A;;BA;;;;;;;;
10;7;3;3;2.878113;144;1;C;;BAC;;;;;;;;
10;7;3;4;2.811096;-90;1;D;;BACD;;;;;;;;
10;7;3;5;3.055664;-126;1;D;;BACDD;;;;;;;;
10;7;3;6;1.421997;-162;1;A;;BACDDA;;;;;;;;
10;7;3;7;2.088379;162;1;D;BACDDDA;BACDDAD;2;1;1;1;1;1;0;0
10;8;3;1;2.25592;-144;1;C;;C;;;;;;;;
10;8;3;2;1.042847;108;1;C;;CC;;;;;;;;
10;8;3;3;1.400085;108;1;A;;CCA;;;;;;;;
10;8;3;4;1.455505;162;1;D;;CCAD;;;;;;;;
10;8;3;5;1.590149;-162;1;A;;CCADA;;;;;;;;
10;8;3;6;5.444519;72;1;B;;CCADAB;;;;;;;;
10;8;3;7;2.065369;162;1;D;CCADBBA;CCADABD;2;1;1;1;1;0;1;0
10;9;3;1;1.923218;162;1;C;;C;;;;;;;;
10;9;3;2;1.010803;108;1;B;;CB;;;;;;;;
10;9;3;3;0.944397;90;1;D;;CBD;;;;;;;;
10;9;3;4;1.243591;-126;1;B;;CBDB;;;;;;;;
10;9;3;5;1.055725;-108;1;C;;CBDBC;;;;;;;;
10;9;3;6;2.822327;144;1;B;;CBDBCB;;;;;;;;
10;9;3;7;2.167297;-108;1;C;CBDBCDB;CBDBCBC;2;1;1;1;1;1;0;0
10;10;3;1;1.811401;144;1;C;;C;;;;;;;;
10;10;3;2;2.455261;126;1;D;;CD;;;;;;;;
10;10;3;3;3.177917;-90;1;A;;CDA;;;;;;;;
10;10;3;4;1.722107;-180;1;C;;CDAC;;;;;;;;
10;10;3;5;5.255493;108;2;A;;CDACA;;;;;;;;
10;10;3;6;1.433472;126;2;B;;CDACAB;;;;;;;;
10;10;3;7;2.722778;-108;1;C;CDACBCD;CDACABC;2;1;1;1;1;0;0;0
10;1;1;1;2.89978;144;1;A;;A;;;;;;;;
10;1;1;2;2.755615;144;1;C;;AC;;;;;;;;
10;1;1;3;1.820801;-126;1;D;;ACD;;;;;;;;
10;1;1;4;1.699829;90;1;D;;ACDD;;;;;;;;
10;1;1;5;3.21167;162;1;C;;ACDDC;;;;;;;;
10;1;1;6;2.388672;-144;1;C;;ACDDCC;;;;;;;;
10;1;1;7;1.678101;-108;1;D;AACDCDD;ACDDCCD;3;1;0;0;1;1;0;1
10;2;1;1;2.256226;-126;1;B;;B;;;;;;;;
10;2;1;2;2.800049;-180;1;B;;BB;;;;;;;;
10;2;1;3;2.489624;180;1;D;;BBD;;;;;;;;
10;2;1;4;2.633911;-162;1;A;;BBDA;;;;;;;;
10;2;1;5;2.621948;-144;1;D;;BBDAD;;;;;;;;
10;2;1;6;1.955811;-90;1;A;;BBDADA;;;;;;;;
10;2;1;7;1.845215;126;1;A;BBDADBD;BBDADAA;2;1;1;1;1;1;0;0
10;3;1;1;2.188965;-144;1;D;;D;;;;;;;;
10;3;1;2;1.84436;144;1;A;;DA;;;;;;;;
10;3;1;3;2.722412;162;1;B;;DAB;;;;;;;;
10;3;1;4;2.756226;144;1;B;;DABB;;;;;;;;
10;3;1;5;1.099976;-90;1;A;;DABBA;;;;;;;;
10;3;1;6;2.355957;180;1;A;;DABBAA;;;;;;;;
10;3;1;7;1.844482;90;1;A;DABDAAA;DABBAAA;1;1;1;1;0;1;1;1
10;4;1;1;1.755859;-162;1;A;;A;;;;;;;;
10;4;1;2;2.266846;-162;1;C;;AC;;;;;;;;
10;4;1;3;0.977417;54;1;D;;ACD;;;;;;;;
10;4;1;4;1.955688;-90;1;A;;ACDA;;;;;;;;
10;4;1;5;2.488403;162;1;A;;ACDAA;;;;;;;;
10;4;1;6;1.943359;126;1;A;;ACDAAA;;;;;;;;
10;4;1;7;1.688965;90;1;B;ACDAABD;ACDAAAB;2;1;1;1;1;1;0;0
10;5;1;1;0.7996826;-90;1;A;;A;;;;;;;;
10;5;1;2;1.577393;-126;1;A;;AA;;;;;;;;
10;5;1;3;2.254761;-162;1;B;;AAB;;;;;;;;
10;5;1;4;3.223022;-180;1;C;;AABC;;;;;;;;
10;5;1;5;1.93335;144;1;C;;AABCC;;;;;;;;
10;5;1;6;3.144531;-162;1;A;;AABCCA;;;;;;;;
10;5;1;7;1.555176;-108;1;B;ABCDACB;AABCCAB;3;1;0;0;0;0;0;1
10;6;1;1;1.699951;-108;1;B;;B;;;;;;;;
10;6;1;2;2.155518;-144;1;A;;BA;;;;;;;;
10;6;1;3;2.789307;180;1;B;;BAB;;;;;;;;
10;6;1;4;1.810425;-126;1;A;;BABA;;;;;;;;
10;6;1;5;1.721802;-126;1;B;;BABAB;;;;;;;;
10;6;1;6;1.532959;126;1;A;;BABABA;;;;;;;;
10;6;1;7;2.288696;144;1;C;BABABAC;BABABAC;0;1;1;1;1;1;1;1
10;7;1;1;2.144531;126;1;B;;B;;;;;;;;
10;7;1;2;1.800293;90;1;C;;BC;;;;;;;;
10;7;1;3;1.599976;-126;1;C;;BCC;;;;;;;;
10;7;1;4;1.733643;-144;1;B;;BCCB;;;;;;;;
10;7;1;5;2.354858;-162;1;B;;BCCBB;;;;;;;;
10;7;1;6;1.778687;-126;1;B;;BCCBBB;;;;;;;;
10;7;1;7;1.755005;-126;1;B;BCBBBBB;BCCBBBB;1;1;1;0;1;1;1;1
10;8;1;1;1.421753;-90;1;D;;D;;;;;;;;
10;8;1;2;2.178711;90;2;B;;DB;;;;;;;;
10;8;1;3;1.377075;90;1;B;;DBB;;;;;;;;
10;8;1;4;1.922485;-144;1;D;;DBBD;;;;;;;;
10;8;1;5;1.36731;-90;1;C;;DBBDC;;;;;;;;
10;8;1;6;1.911865;144;1;B;;DBBDCB;;;;;;;;
10;8;1;7;2.399536;-162;1;B;BDBDCAB;DBBDCBB;3;0;0;1;1;1;0;1
10;9;1;1;2.833862;180;1;C;;C;;;;;;;;
10;9;1;2;1.388794;-108;1;C;;CC;;;;;;;;
10;9;1;3;1.333618;90;1;D;;CCD;;;;;;;;
10;9;1;4;2.444458;162;1;A;;CCDA;;;;;;;;
10;9;1;5;3.911011;54;1;A;;CCDAA;;;;;;;;
10;9;1;6;1.577759;108;1;D;;CCDAAD;;;;;;;;
10;9;1;7;3.266602;162;1;B;CCDABCD;CCDAADB;3;1;1;1;1;0;0;0
10;10;1;1;2.367188;108;1;D;;D;;;;;;;;
10;10;1;2;3.121704;162;1;A;;DA;;;;;;;;
10;10;1;3;3.346436;162;1;B;;DAB;;;;;;;;
10;10;1;4;1.332031;-90;1;D;;DABD;;;;;;;;
10;10;1;5;3.067017;-162;1;A;;DABDA;;;;;;;;
10;10;1;6;1.755127;-90;1;A;;DABDAA;;;;;;;;
10;10;1;7;1.978882;144;1;D;DBADBDA;DABDAAD;4;1;0;0;1;0;0;0
10;1;2;1;2.011963;-144;1;D;;D;;;;;;;;
10;1;2;2;1.51062;-126;1;B;;DB;;;;;;;;
10;1;2;3;1.921997;-90;1;D;;DBD;;;;;;;;
10;1;2;4;1.521729;108;1;C;;DBDC;;;;;;;;
10;1;2;5;1.843872;126;1;B;;DBDCB;;;;;;;;
10;1;2;6;1.97876;-144;1;D;;DBDCBD;;;;;;;;
