participantId,condition,timeSinceStartup,correctNodeHit,keypressed,calibrationData,bubbleSize,numberNodes,targetNode,currentSelectedNode,currentState,correctedEyeX,correctedEyeY,rawEyeX,rawEyeY
1,,3.825378,,HAPRING_TIP,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.018346,,HAPRING_TIP,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.033599,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.034281,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.036498,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.045006,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.075284,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.078128,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.108227,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.110853,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.141604,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.144446,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.174706,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.177617,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.208078,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.210804,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.241212,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.2441,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.27533,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.278715,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.312342,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.312753,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.343463,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.347579,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.37785,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.380825,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.411249,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.411613,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.442362,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.444449,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.474777,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.47855,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
1,,7.50878,,,noCalibrationDataSet,,0,,-1,Introduction,0,0,960,540
